index,AGEB,MZA,P_TOTAL,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT,P_0A5
2880,7790,2,126.0,3.0,8.24,2.7,33.0,1.02,4.06,12.0,39.0,15.0
2881,7790,3,37.0,5.0,8.74,2.72,15.0,0.7,3.08,3.0,21.0,6.0
2882,7790,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,7790,5,53.0,3.0,8.88,2.05,15.0,1.26,3.79,7.0,24.0,6.0
2884,7790,6,125.0,4.0,8.59,2.26,40.0,1.12,4.03,13.0,47.0,14.0
2885,7790,7,17.0,4.0,7.0,2.67,12.0,0.68,2.43,13.0,6.0,11.0
2886,7790,8,3.0,4.0,7.0,2.67,1.0,0.68,2.43,13.0,6.0,11.0
2887,7790,9,103.0,5.0,7.83,2.46,31.0,1.04,3.68,8.0,44.0,11.0
2888,7790,11,73.0,3.0,7.46,2.48,24.0,1.24,3.84,6.0,19.0,13.0
2889,7790,12,128.0,10.0,7.36,2.34,38.0,1.11,4.0,7.0,50.0,16.0
2890,7790,13,39.0,5.0,7.53,3.14,17.0,0.95,3.0,6.0,18.0,0.0
2891,7790,15,82.0,4.0,8.35,2.65,27.0,0.93,3.42,10.0,47.0,3.0
2892,7790,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,7790,17,115.0,7.0,8.79,2.22,33.0,1.03,4.11,10.0,52.0,14.0
2894,7790,18,100.0,8.0,8.46,2.51,23.0,1.05,4.76,8.0,53.0,12.0
2895,7790,19,72.0,5.0,8.3,3.16,19.0,1.06,4.0,8.0,36.0,8.0
2896,7790,20,57.0,4.0,7.38,3.19,19.0,1.12,3.17,6.0,28.0,9.0
2897,7790,21,49.0,4.0,6.76,2.89,16.0,1.0,3.27,6.0,21.0,7.0
2898,7790,22,81.0,4.0,7.97,2.87,28.0,1.07,3.86,6.0,37.0,8.0
2899,7790,23,64.0,4.0,7.73,2.78,24.0,0.94,3.76,6.0,32.0,6.0
2900,7790,24,27.0,4.0,12.3,2.09,20.0,0.96,2.7,5.0,18.0,3.0
2901,7790,25,40.0,4.0,13.23,1.4,19.0,0.93,2.67,7.0,15.0,7.0
2902,7790,26,29.0,0.0,12.71,1.4,20.0,1.16,2.9,9.0,11.0,4.0
2903,7790,27,19.0,0.0,13.33,1.25,20.0,0.76,2.38,5.0,4.0,4.0
2904,7790,28,32.0,0.0,14.04,1.08,20.0,0.71,2.29,10.0,10.0,4.0
2905,7790,29,23.0,0.0,12.47,1.17,20.0,0.79,2.56,7.0,7.0,4.0
2906,7790,30,17.0,0.0,13.08,0.5,19.0,0.42,1.56,8.0,7.0,0.0
2907,7790,31,27.0,0.0,14.15,1.08,20.0,0.61,2.45,8.0,11.0,0.0
2908,7790,32,69.0,9.0,9.17,2.8,24.0,0.99,3.29,5.0,32.0,6.0
2909,7790,33,15.0,9.0,13.5,0.88,16.0,0.56,3.0,4.0,5.0,0.0
2910,7790,34,16.0,9.0,12.33,1.5,16.0,0.73,2.67,4.0,13.0,0.0
2911,7790,35,8.0,9.0,12.33,1.5,16.0,0.73,2.67,4.0,13.0,0.0
2912,7790,36,30.0,0.0,14.8,0.69,16.0,0.61,2.73,11.0,11.0,0.0
2913,7790,37,19.0,0.0,13.11,1.56,16.0,0.58,2.38,6.0,8.0,0.0
2914,7790,38,113.0,7.0,7.66,2.8,30.0,1.12,4.19,11.0,44.0,11.0
2915,7790,39,102.0,8.0,8.38,2.46,31.0,1.13,3.92,9.0,54.0,9.0
2916,7790,40,85.0,3.0,9.44,1.77,39.0,0.85,2.83,8.0,30.0,8.0
2917,7790,41,45.0,0.0,8.68,2.76,14.0,1.25,3.46,3.0,12.0,8.0
2918,7790,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2919,7790,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,7790,44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2921,7790,45,44.0,0.0,8.68,2.42,15.0,1.57,4.0,5.0,24.0,3.0
2922,7790,46,54.0,0.0,8.61,2.63,16.0,1.06,3.86,7.0,23.0,7.0
2923,7790,47,3.0,0.0,8.61,2.63,2.0,1.06,3.86,7.0,23.0,7.0
2924,7790,48,9.0,0.0,8.61,2.63,3.0,1.06,3.86,7.0,23.0,7.0
2925,7790,49,106.0,5.0,8.96,2.26,31.0,1.07,3.93,10.0,56.0,9.0
2926,7790,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2927,7790,51,18.0,0.0,14.88,0.4,16.0,0.5,2.25,8.0,14.0,0.0
2929,7818,1,26.0,0.0,8.76,2.75,10.0,1.08,3.25,8.0,12.0,0.0
2930,7818,3,59.0,4.0,6.68,2.08,26.0,1.4,2.95,0.0,27.0,3.0
2931,7818,4,80.0,8.0,8.38,2.39,28.0,0.91,3.48,9.0,39.0,6.0
2932,7818,6,5.0,8.0,8.38,2.39,1.0,0.91,3.48,9.0,39.0,6.0
2933,7818,7,120.0,7.0,6.83,3.52,30.0,1.17,4.33,4.0,33.0,12.0
2934,7818,8,98.0,7.0,8.31,2.27,29.0,0.97,3.5,9.0,36.0,15.0
2935,7818,9,104.0,4.0,8.04,2.24,29.0,1.14,4.0,6.0,33.0,14.0
2936,7818,10,63.0,0.0,8.34,1.71,16.0,1.03,3.94,6.0,17.0,12.0
2937,7818,11,106.0,5.0,8.38,2.83,26.0,1.38,4.42,8.0,50.0,11.0
2938,7818,12,89.0,6.0,8.51,2.39,26.0,1.09,3.71,8.0,34.0,12.0
2939,7818,13,77.0,6.0,8.8,2.7,23.0,1.07,3.5,10.0,17.0,12.0
2940,7818,14,14.0,0.0,13.6,2.0,3.0,0.78,4.67,3.0,4.0,0.0
2941,7818,16,156.0,0.0,8.15,2.27,42.0,1.11,4.11,8.0,59.0,22.0
2942,7818,18,116.0,0.0,8.91,1.84,39.0,1.08,3.74,7.0,29.0,13.0
2943,7818,19,35.0,0.0,9.5,2.38,14.0,1.0,3.18,6.0,15.0,12.0
2944,7818,20,65.0,4.0,7.79,2.79,18.0,1.55,4.33,3.0,18.0,10.0
2945,7818,21,52.0,0.0,8.8,2.29,14.0,1.13,4.0,3.0,18.0,7.0
2946,7818,22,45.0,0.0,8.65,2.3,14.0,1.22,3.75,4.0,24.0,7.0
2947,7818,25,21.0,4.0,8.94,1.63,7.0,1.0,3.0,5.0,6.0,3.0
2948,7818,27,27.0,0.0,9.77,1.64,11.0,0.93,3.0,4.0,5.0,3.0
2949,7818,28,9.0,0.0,10.67,3.0,3.0,0.75,3.0,4.0,0.0,0.0
2950,7818,29,108.0,3.0,8.84,1.83,31.0,1.11,3.72,15.0,36.0,9.0
2951,7818,30,76.0,4.0,9.58,1.79,28.0,0.82,3.04,14.0,23.0,10.0
2952,7818,31,27.0,0.0,10.1,1.62,10.0,0.79,3.38,4.0,13.0,3.0
2953,7818,32,55.0,0.0,7.4,2.52,17.0,1.02,3.67,3.0,23.0,0.0
2954,7818,33,142.0,8.0,7.15,2.27,37.0,1.43,4.06,6.0,36.0,20.0
2955,7818,34,30.0,8.0,10.0,2.09,7.0,1.2,6.0,4.0,6.0,16.0
2956,7818,35,53.0,8.0,9.03,2.1,16.0,1.0,3.53,4.0,27.0,8.0
2957,7818,36,78.0,8.0,10.11,1.7,30.0,0.9,3.12,8.0,36.0,7.0
2958,7818,37,20.0,8.0,12.3,2.22,6.0,0.8,4.0,3.0,36.0,3.0
2959,7818,40,43.0,0.0,7.33,2.38,14.0,0.98,3.07,4.0,19.0,3.0
2960,7818,41,122.0,0.0,8.98,1.72,28.0,1.24,4.36,13.0,45.0,13.0
2961,7818,42,15.0,0.0,9.6,2.14,3.0,1.07,5.0,13.0,5.0,13.0
2962,7818,43,56.0,0.0,8.24,2.44,18.0,1.22,3.29,3.0,8.0,7.0
2963,7818,44,7.0,0.0,7.8,2.0,3.0,1.0,2.33,0.0,6.0,0.0
2964,7818,45,32.0,0.0,7.06,1.33,6.0,1.78,5.33,0.0,16.0,0.0
2965,7818,46,92.0,3.0,8.33,2.19,27.0,1.1,3.83,3.0,27.0,11.0
2967,7822,1,40.0,3.0,8.36,2.93,13.0,1.05,4.0,3.0,15.0,6.0
2968,7822,2,32.0,5.0,6.42,3.38,13.0,0.84,2.91,3.0,12.0,3.0
2969,7822,3,20.0,5.0,8.93,1.3,5.0,0.74,4.0,4.0,3.0,0.0
2970,7822,4,22.0,0.0,8.93,3.5,10.0,0.92,3.14,6.0,7.0,0.0
2971,7822,5,41.0,0.0,8.71,2.23,11.0,1.14,4.1,6.0,9.0,0.0
2972,7822,6,89.0,7.0,8.75,1.5,29.0,0.9,3.42,9.0,37.0,5.0
2973,7822,7,86.0,3.0,9.21,1.94,30.0,1.02,3.58,7.0,32.0,13.0
2974,7822,10,33.0,4.0,8.92,2.69,8.0,0.97,4.13,5.0,12.0,13.0
2975,7822,11,26.0,0.0,8.68,1.5,7.0,0.79,3.71,3.0,9.0,7.0
2976,7822,12,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2977,7822,13,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2978,7822,14,22.0,0.0,7.18,2.2,11.0,2.2,4.4,0.0,11.0,3.0
2979,7822,15,40.0,0.0,8.57,1.81,12.0,1.21,4.0,6.0,18.0,7.0
2980,7822,16,127.0,7.0,8.84,2.13,47.0,0.93,3.43,14.0,54.0,10.0
2981,7822,19,8.0,7.0,8.84,2.13,4.0,0.93,3.43,14.0,54.0,10.0
2982,7822,20,58.0,0.0,6.95,1.88,14.0,1.49,4.46,3.0,15.0,7.0
2983,7822,21,45.0,5.0,7.27,3.14,20.0,0.85,2.81,6.0,16.0,7.0
2984,7822,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2985,7822,23,36.0,3.0,8.87,1.95,14.0,0.9,3.0,4.0,7.0,0.0
2986,7822,24,42.0,0.0,8.83,1.85,15.0,0.91,3.5,4.0,6.0,6.0
2987,7822,25,58.0,4.0,7.61,2.71,17.0,1.49,3.87,5.0,14.0,10.0
2988,7822,26,29.0,4.0,8.04,1.64,10.0,1.04,4.14,4.0,8.0,6.0
2989,7822,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,7822,28,47.0,4.0,9.25,2.44,15.0,0.94,3.62,4.0,11.0,4.0
2991,7822,29,45.0,4.0,8.63,2.75,15.0,1.15,3.46,5.0,17.0,7.0
2992,7822,30,74.0,3.0,7.14,2.19,24.0,1.03,3.22,5.0,15.0,11.0
2993,7822,31,81.0,3.0,9.03,2.09,23.0,1.07,4.05,11.0,24.0,7.0
2994,7822,34,103.0,3.0,10.18,2.21,30.0,1.04,3.96,10.0,42.0,14.0
2995,7822,35,54.0,3.0,9.27,2.06,22.0,0.95,3.0,3.0,21.0,9.0
2996,7822,36,49.0,3.0,6.53,2.35,10.0,1.96,4.9,0.0,21.0,12.0
2997,7822,37,36.0,0.0,6.86,1.64,13.0,1.5,3.6,0.0,13.0,9.0
2998,7822,38,44.0,0.0,6.62,1.82,14.0,1.24,4.1,4.0,24.0,4.0
2999,7822,41,41.0,0.0,6.9,2.81,14.0,1.17,3.42,4.0,18.0,3.0
3000,7822,42,5.0,0.0,6.9,2.81,5.0,1.17,3.42,4.0,18.0,3.0
3001,7822,43,62.0,0.0,9.22,1.63,16.0,1.17,4.77,6.0,25.0,8.0
3002,7822,44,19.0,0.0,9.27,1.11,7.0,1.0,3.8,6.0,5.0,8.0
3003,7822,45,135.0,4.0,8.01,2.06,38.0,1.19,4.22,11.0,65.0,17.0
3004,7822,48,40.0,0.0,9.13,1.4,12.0,1.11,3.33,4.0,14.0,17.0
3005,7822,49,55.0,0.0,8.03,1.86,23.0,0.82,3.24,7.0,25.0,13.0
3006,7822,50,95.0,0.0,8.97,1.97,21.0,1.44,4.84,10.0,40.0,12.0
3007,7822,51,26.0,0.0,7.88,3.25,9.0,1.37,3.25,10.0,9.0,12.0
3008,7822,52,126.0,0.0,8.57,1.69,34.0,1.5,4.1,8.0,54.0,20.0
3009,7822,53,72.0,0.0,8.88,2.2,28.0,1.09,3.6,8.0,21.0,10.0
3010,7822,55,54.0,0.0,8.4,1.84,26.0,1.42,3.18,0.0,10.0,9.0
3011,7822,56,11.0,0.0,8.33,2.2,5.0,1.1,2.75,0.0,4.0,0.0
3012,7822,57,86.0,0.0,7.67,2.68,29.0,1.46,3.91,5.0,32.0,13.0
3013,7822,58,30.0,0.0,7.06,3.43,10.0,1.11,4.29,0.0,8.0,9.0
3014,7822,59,86.0,5.0,8.36,2.2,26.0,1.08,3.58,4.0,43.0,12.0
3015,7822,60,24.0,5.0,9.47,1.9,8.0,0.8,3.43,4.0,8.0,3.0
3017,7837,1,32.0,8.0,9.18,1.73,16.0,0.7,2.91,4.0,14.0,3.0
3018,7837,2,82.0,8.0,9.89,2.24,38.0,0.94,3.28,8.0,34.0,9.0
3019,7837,3,27.0,4.0,11.7,2.08,13.0,0.79,3.86,4.0,8.0,6.0
3020,7837,4,160.0,16.0,10.4,2.16,64.0,0.77,2.66,26.0,45.0,7.0
3021,7837,5,138.0,13.0,11.15,2.1,74.0,0.73,2.35,25.0,47.0,14.0
3022,7837,6,56.0,4.0,9.84,1.8,19.0,1.06,3.11,6.0,14.0,10.0
3023,7837,7,55.0,7.0,10.28,1.88,28.0,0.74,2.62,11.0,17.0,0.0
3024,7837,8,42.0,7.0,10.57,1.63,20.0,0.75,2.79,8.0,4.0,3.0
3025,7837,9,41.0,7.0,11.32,2.64,22.0,0.69,2.56,7.0,9.0,3.0
3026,7837,10,28.0,6.0,10.48,1.92,11.0,0.67,3.11,7.0,6.0,3.0
3027,7837,11,41.0,9.0,8.79,3.1,28.0,0.77,1.64,5.0,25.0,3.0
3028,7837,12,86.0,8.0,9.2,2.63,30.0,1.01,3.44,12.0,30.0,3.0
3029,7837,13,32.0,8.0,12.29,1.31,12.0,0.76,4.0,5.0,6.0,3.0
3030,7837,14,52.0,6.0,9.22,2.58,16.0,0.85,3.47,7.0,15.0,8.0
3031,7837,15,99.0,15.0,12.6,1.44,46.0,0.7,2.75,25.0,36.0,8.0
3032,7837,16,75.0,13.0,9.87,2.13,33.0,0.82,2.77,8.0,23.0,10.0
3033,7837,17,48.0,10.0,9.79,2.24,20.0,0.84,2.82,5.0,22.0,5.0
3034,7837,18,28.0,5.0,9.39,2.58,22.0,0.82,2.55,5.0,12.0,3.0
3035,7837,19,29.0,3.0,10.31,1.38,12.0,0.88,3.22,5.0,8.0,0.0
3036,7837,20,36.0,3.0,10.43,2.0,14.0,0.77,3.0,8.0,11.0,0.0
3037,7837,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3038,7837,22,50.0,3.0,8.78,2.2,42.0,0.94,2.63,8.0,14.0,0.0
3039,7837,23,24.0,9.0,8.4,3.15,21.0,0.69,2.18,5.0,13.0,3.0
3040,7837,24,21.0,9.0,12.94,2.1,10.0,0.72,3.0,5.0,6.0,3.0
3041,7837,25,140.0,12.0,11.19,1.95,65.0,0.83,3.04,27.0,46.0,9.0
3042,7837,26,43.0,7.0,13.69,1.61,22.0,0.58,2.05,16.0,15.0,0.0
3043,7837,27,28.0,0.0,12.04,1.27,10.0,1.0,4.0,7.0,7.0,0.0
3044,7837,28,26.0,5.0,11.1,2.86,9.0,0.53,2.88,3.0,7.0,0.0
3045,7837,29,36.0,3.0,12.25,2.27,13.0,0.63,3.27,7.0,7.0,0.0
3046,7837,30,19.0,5.0,7.77,2.4,8.0,0.7,2.38,7.0,9.0,0.0
3047,7837,31,38.0,5.0,9.35,2.26,20.0,0.84,2.92,7.0,13.0,0.0
3048,7837,32,68.0,7.0,11.98,1.88,24.0,0.88,3.78,12.0,13.0,0.0
3049,7837,33,6.0,7.0,11.98,1.88,2.0,0.88,3.78,12.0,13.0,0.0
3050,7837,34,30.0,4.0,11.77,2.0,9.0,0.88,4.29,5.0,8.0,0.0
3052,7841,1,33.0,7.0,9.63,2.22,14.0,0.63,2.75,6.0,14.0,0.0
3053,7841,2,150.0,22.0,8.63,2.23,53.0,0.7,2.94,20.0,47.0,14.0
3054,7841,3,52.0,7.0,9.11,1.62,29.0,0.63,2.17,14.0,26.0,7.0
3055,7841,4,60.0,8.0,10.71,2.12,21.0,0.79,3.0,9.0,27.0,7.0
3056,7841,5,28.0,5.0,12.3,2.25,11.0,0.56,3.11,7.0,8.0,0.0
3057,7841,6,52.0,7.0,9.69,2.14,23.0,0.67,2.89,8.0,18.0,5.0
3058,7841,7,40.0,4.0,13.75,2.64,17.0,0.77,3.64,6.0,16.0,4.0
3059,7841,8,35.0,10.0,7.68,2.07,14.0,0.61,2.69,6.0,16.0,0.0
3060,7841,9,102.0,15.0,9.28,2.27,54.0,0.65,2.43,12.0,35.0,10.0
3061,7841,10,46.0,3.0,9.5,2.5,17.0,0.72,3.29,9.0,13.0,7.0
3062,7841,11,43.0,7.0,8.0,2.09,14.0,0.77,3.07,5.0,15.0,7.0
3063,7841,12,54.0,5.0,8.47,3.33,15.0,0.84,3.6,6.0,12.0,5.0
3064,7841,13,48.0,5.0,10.71,2.09,19.0,0.67,2.65,7.0,22.0,5.0
3065,7841,14,39.0,5.0,10.39,2.29,12.0,0.76,3.55,3.0,5.0,8.0
3066,7841,15,49.0,8.0,9.26,2.43,19.0,0.66,3.07,8.0,12.0,8.0
3067,7841,16,46.0,5.0,10.39,1.68,17.0,0.73,2.88,9.0,12.0,3.0
3068,7841,17,100.0,14.0,9.52,1.91,45.0,0.65,2.94,17.0,19.0,6.0
3069,7841,18,27.0,5.0,9.9,1.77,19.0,0.5,2.08,5.0,9.0,6.0
3070,7841,19,46.0,5.0,10.23,2.13,22.0,0.78,2.71,7.0,16.0,6.0
3071,7841,20,28.0,8.0,8.0,4.69,13.0,0.74,2.8,7.0,10.0,6.0
3072,7841,21,15.0,3.0,11.5,1.25,4.0,0.54,3.75,3.0,9.0,3.0
3073,7841,22,72.0,6.0,9.0,1.9,31.0,0.92,3.0,8.0,24.0,7.0
3074,7841,23,26.0,6.0,9.21,3.45,12.0,0.74,3.71,3.0,7.0,0.0
3075,7841,24,29.0,5.0,10.96,3.33,10.0,0.73,3.63,5.0,10.0,0.0
3076,7841,25,57.0,8.0,9.29,3.42,20.0,0.76,3.56,8.0,17.0,0.0
3077,7841,26,50.0,6.0,8.67,1.77,19.0,0.81,2.76,10.0,12.0,0.0
3078,7841,27,146.0,12.0,8.66,1.89,81.0,0.74,2.98,19.0,36.0,9.0
3079,7841,28,48.0,17.0,7.11,4.2,19.0,0.7,2.65,5.0,33.0,9.0
3080,7841,29,21.0,4.0,10.1,3.56,11.0,0.6,3.0,3.0,9.0,0.0
3081,7841,30,110.0,16.0,9.46,2.47,51.0,0.68,2.68,15.0,36.0,8.0
3083,7856,1,52.0,18.0,13.03,1.96,24.0,0.5,2.89,10.0,14.0,8.0
3084,7856,2,123.0,15.0,12.64,1.71,44.0,0.58,3.15,29.0,40.0,7.0
3085,7856,3,69.0,13.0,13.37,2.1,29.0,0.44,2.87,16.0,30.0,10.0
3086,7856,4,87.0,16.0,13.77,2.0,31.0,0.61,3.35,18.0,39.0,10.0
3087,7856,5,69.0,19.0,12.51,2.59,29.0,0.48,2.76,20.0,22.0,10.0
3088,7856,6,68.0,12.0,12.27,1.97,29.0,0.57,3.09,17.0,22.0,10.0
3089,7856,7,27.0,8.0,11.8,2.64,10.0,0.56,2.7,8.0,8.0,7.0
3090,7856,8,95.0,15.0,11.78,2.13,28.0,0.5,2.83,15.0,29.0,21.0
3091,7856,9,58.0,11.0,11.34,2.3,24.0,0.6,3.22,16.0,14.0,14.0
3092,7856,10,65.0,17.0,12.9,2.47,33.0,0.39,2.03,18.0,22.0,3.0
3093,7856,11,18.0,5.0,9.5,2.63,12.0,0.47,2.57,18.0,5.0,0.0
3094,7856,12,49.0,6.0,13.35,1.41,20.0,0.56,3.27,12.0,22.0,0.0
3095,7856,13,26.0,5.0,11.52,1.86,11.0,0.7,2.6,7.0,7.0,0.0
3096,7856,14,26.0,4.0,14.35,2.8,10.0,0.67,3.25,7.0,16.0,0.0
3097,7856,15,73.0,15.0,11.97,2.63,27.0,0.52,2.92,20.0,24.0,0.0
3098,7856,16,44.0,8.0,13.29,2.63,19.0,0.45,2.59,16.0,8.0,0.0
3099,7856,17,55.0,13.0,13.19,1.83,22.0,0.46,2.62,16.0,21.0,0.0
3100,7856,18,24.0,4.0,11.53,3.0,12.0,0.55,2.1,5.0,6.0,0.0
3101,7856,19,18.0,5.0,12.88,3.11,8.0,0.35,2.25,6.0,12.0,0.0
3102,7856,20,63.0,9.0,12.71,1.75,31.0,0.58,2.86,18.0,27.0,0.0
3103,7856,21,48.0,16.0,13.1,1.95,27.0,0.41,2.14,14.0,21.0,0.0
3104,7856,22,63.0,17.0,12.45,1.71,24.0,0.55,3.15,14.0,28.0,0.0
3105,7856,23,42.0,6.0,11.25,2.53,12.0,0.58,3.5,8.0,12.0,0.0
3106,7856,24,24.0,5.0,15.64,2.31,9.0,0.48,3.0,8.0,9.0,0.0
3107,7856,25,10.0,5.0,8.43,1.8,4.0,1.0,3.33,8.0,5.0,0.0
3108,7856,26,28.0,5.0,12.64,1.71,13.0,0.71,3.13,6.0,13.0,0.0
3109,7856,27,16.0,5.0,13.85,2.33,6.0,0.52,2.67,5.0,6.0,0.0
3110,7856,28,14.0,3.0,9.3,2.83,6.0,0.74,2.8,5.0,3.0,0.0
3111,7856,29,7.0,5.0,7.71,2.25,7.0,0.28,1.4,0.0,5.0,0.0
3112,7856,30,24.0,3.0,13.06,2.56,9.0,0.55,3.0,6.0,7.0,0.0
3113,7856,31,16.0,3.0,12.31,2.14,6.0,0.53,2.67,4.0,9.0,0.0
3114,7856,32,8.0,3.0,10.57,3.0,4.0,0.38,2.0,4.0,5.0,0.0
3115,7856,33,31.0,3.0,12.06,3.0,9.0,0.76,3.44,4.0,10.0,3.0
3116,7856,34,30.0,5.0,12.25,2.46,13.0,0.73,3.33,6.0,7.0,3.0
3117,7856,35,27.0,5.0,11.06,3.36,10.0,0.6,3.0,5.0,8.0,0.0
3118,7856,36,15.0,0.0,14.5,1.86,4.0,0.65,3.75,4.0,7.0,0.0
3119,7856,37,15.0,3.0,10.91,2.88,9.0,0.5,2.5,4.0,6.0,0.0
3120,7856,38,23.0,3.0,10.41,1.33,10.0,0.62,3.29,5.0,8.0,0.0
3121,7856,39,25.0,4.0,9.95,2.0,10.0,0.55,2.75,4.0,11.0,0.0
3122,7856,40,46.0,4.0,11.9,2.67,14.0,0.71,3.83,11.0,10.0,4.0
3123,7856,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,7860,1,53.0,14.0,12.42,2.44,21.0,0.52,2.94,10.0,22.0,0.0
3126,7860,2,65.0,12.0,11.57,2.45,24.0,0.53,2.95,15.0,32.0,0.0
3127,7860,3,77.0,19.0,10.94,2.31,34.0,0.57,2.57,17.0,41.0,3.0
3128,7860,4,62.0,10.0,12.02,2.79,26.0,0.57,2.82,13.0,23.0,6.0
3129,7860,5,13.0,10.0,12.9,1.33,8.0,0.37,2.17,5.0,5.0,3.0
3130,7860,6,26.0,4.0,12.33,1.5,8.0,0.65,3.25,7.0,7.0,0.0
3131,7860,7,21.0,4.0,12.07,3.43,9.0,0.51,2.63,3.0,7.0,0.0
3132,7860,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133,7860,9,31.0,5.0,13.0,3.62,14.0,0.53,2.82,7.0,13.0,0.0
3134,7860,10,44.0,9.0,11.81,2.4,13.0,0.62,3.38,8.0,21.0,0.0
3135,7860,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3136,7860,12,90.0,11.0,12.68,1.85,35.0,0.63,3.21,18.0,24.0,5.0
3137,7860,13,88.0,20.0,12.7,1.7,37.0,0.62,2.67,21.0,34.0,5.0
3138,7860,14,27.0,5.0,10.67,2.8,8.0,0.57,3.38,4.0,5.0,0.0
3139,7860,15,14.0,6.0,10.0,4.29,9.0,0.33,1.75,3.0,4.0,0.0
3140,7860,16,11.0,6.0,14.5,1.0,8.0,0.44,2.75,3.0,3.0,0.0
3141,7860,17,20.0,6.0,10.93,2.56,5.0,0.71,4.0,3.0,6.0,0.0
3142,7860,18,2.0,6.0,10.93,2.56,1.0,0.71,4.0,3.0,6.0,0.0
3143,7860,19,34.0,7.0,12.87,2.06,13.0,0.46,2.62,10.0,18.0,0.0
3144,7860,20,82.0,11.0,12.86,1.6,37.0,0.49,2.65,25.0,26.0,0.0
3145,7860,21,112.0,20.0,11.47,1.9,47.0,0.61,2.95,20.0,39.0,12.0
3146,7860,22,4.0,20.0,11.47,1.9,4.0,0.61,2.95,20.0,39.0,12.0
3147,7860,23,22.0,4.0,12.65,2.0,7.0,0.55,3.14,5.0,5.0,12.0
3148,7860,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3149,7860,25,17.0,0.0,13.54,1.22,4.0,0.74,4.25,4.0,7.0,0.0
3150,7860,26,89.0,8.0,11.57,1.76,48.0,0.67,2.26,13.0,37.0,0.0
3151,7860,27,103.0,15.0,12.65,2.38,36.0,0.54,2.94,24.0,35.0,4.0
3152,7860,28,23.0,5.0,11.88,2.1,10.0,0.43,2.86,5.0,10.0,0.0
3153,7860,29,18.0,3.0,12.53,2.09,6.0,0.55,3.0,6.0,12.0,0.0
3154,7860,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,7860,31,20.0,3.0,14.38,1.82,7.0,0.53,3.33,6.0,11.0,0.0
3156,7860,32,23.0,3.0,12.81,1.78,12.0,0.52,2.88,8.0,5.0,0.0
3157,7860,33,17.0,3.0,12.5,1.14,6.0,0.85,4.25,3.0,5.0,0.0
3159,7875,1,107.0,7.0,10.44,2.81,35.0,0.79,3.45,11.0,33.0,12.0
3160,7875,2,86.0,10.0,10.07,2.3,37.0,0.54,2.86,23.0,30.0,3.0
3161,7875,3,91.0,15.0,12.2,1.9,41.0,0.61,2.44,25.0,19.0,9.0
3162,7875,4,77.0,6.0,12.23,1.57,25.0,0.67,3.35,16.0,17.0,7.0
3163,7875,5,77.0,12.0,11.09,1.61,34.0,0.64,3.35,15.0,22.0,6.0
3164,7875,6,70.0,6.0,11.11,2.27,27.0,0.71,2.92,13.0,22.0,5.0
3165,7875,7,72.0,8.0,10.68,2.97,26.0,0.74,3.43,12.0,13.0,5.0
3166,7875,8,78.0,9.0,11.26,1.64,29.0,0.72,3.9,12.0,27.0,9.0
3167,7875,9,109.0,8.0,11.12,2.35,38.0,0.76,3.21,22.0,36.0,7.0
3168,7875,10,60.0,10.0,9.43,2.72,28.0,0.73,3.0,5.0,17.0,7.0
3169,7875,11,101.0,10.0,10.19,2.0,28.0,0.82,3.88,15.0,25.0,8.0
3170,7875,12,75.0,9.0,11.28,2.58,26.0,0.65,3.26,17.0,22.0,3.0
3171,7875,13,95.0,6.0,11.16,1.9,30.0,0.81,3.52,15.0,29.0,10.0
3172,7875,14,80.0,7.0,11.68,1.74,23.0,0.78,3.81,17.0,11.0,8.0
3173,7875,15,59.0,5.0,11.42,2.2,23.0,0.58,3.11,12.0,17.0,3.0
3174,7875,16,104.0,7.0,10.57,2.39,38.0,0.81,3.25,17.0,37.0,5.0
3175,7875,17,47.0,12.0,10.3,2.7,27.0,0.57,3.13,10.0,13.0,5.0
